City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
130,Sorong,ID,77.54,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
131,Kaoma,ZM,66.38,overcast clouds,-14.7833,24.8,KAOMA AIRPORT
136,Fortuna,US,68.94,scattered clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
139,Isiro,CD,66.36,scattered clouds,2.7739,27.616,Guest House Hewa Bora
142,Madang,PG,75.4,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
143,San Juan,AR,69.76,clear sky,-31.5375,-68.5364,Hotel Provincial
145,Yilan,TW,84.02,overcast clouds,24.757,121.753,Dar Chen Hotel
148,Faanui,PF,77.76,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
150,Marawi,PH,69.89,scattered clouds,7.9986,124.2928,Derogongan Residence
151,Vila Franca Do Campo,PT,70.21,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
154,Saint-Philippe,RE,65.79,scattered clouds,-21.3585,55.7679,Le four à pain
159,Moron,AR,67.69,scattered clouds,-34.6534,-58.6198,Hotel Morón
162,Tebingtinggi,ID,74.5,overcast clouds,3.3285,99.1625,Hotel Malibou tebing tinggi
164,Santa Maria,BR,65.5,clear sky,-29.6842,-53.8069,Hotel Morotin
165,Guerrero Negro,MX,83.55,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
166,Dingle,PH,76.75,moderate rain,10.9995,122.6711,SEGAYA PROPERTY
167,Isangel,VU,76.17,overcast clouds,-19.55,169.2667,Tanna Lodge
169,Waingapu,ID,70.45,few clouds,-9.6567,120.2641,Pondok Wisata Elim
171,Alofi,NU,73.29,clear sky,-19.0595,-169.9187,Taloa Heights
172,Pitimbu,BR,77.59,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
173,High Level,CA,73.51,scattered clouds,58.5169,-117.136,Days Inn by Wyndham High Level
175,Victoria,HK,86.38,few clouds,22.2855,114.1577,Mini Central
177,Faya,SA,68.11,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
179,Kismayo,SO,75.15,light rain,-0.3582,42.5454,Agan-Hotel
180,Awjilah,LY,81.25,clear sky,29.1081,21.2869,المنزل
181,Cairns,AU,69.75,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
184,Esmeraldas,BR,77.11,clear sky,-19.7625,-44.3139,Forasteiro Pousada
187,Bergen,NO,65.08,moderate rain,60.392,5.328,Clarion Collection Hotel Havnekontoret
188,Kailua,US,81.14,light rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
189,Kankakee,US,87.3,clear sky,41.15,-87.8667,Fairfield Inn by Marriott Kankakee Bourbonnais
190,Baruun-Urt,MN,66.22,scattered clouds,46.6806,113.2792,Ахмадын амралт сувилал
191,Salalah,OM,76.57,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
193,Kahului,US,80.96,light rain,20.8947,-156.47,Maui Seaside Hotel
194,Mabaruma,GY,78.57,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
195,Inhambane,MZ,66.18,clear sky,-23.865,35.3833,Oceano
196,Katobu,ID,74.35,few clouds,-4.9408,122.5276,La Ode Husein
197,Great Yarmouth,GB,72.01,moderate rain,52.6083,1.7305,Comfort Hotel Great Yarmouth
198,Nikolskoye,RU,69.87,overcast clouds,59.7035,30.7861,Tourist House - Sablino
199,Port-Gentil,GA,75.16,scattered clouds,-0.7193,8.7815,Fengshui Residence
200,Gasa,PS,75.88,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
