City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
587,Bathsheba,BB,86.61,scattered clouds,13.2167,-59.5167,Atlantis Hotel
588,Ichhawar,IN,75.18,moderate rain,23.0167,77.0167,Ram mandira
593,Pacific Grove,US,79.81,scattered clouds,36.6177,-121.9166,Lovers Point Inn
595,Fort Nelson,CA,74.79,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
596,Umm Lajj,SA,88.14,scattered clouds,25.0213,37.2685,Moon light Furnished Units
598,Sapele,NG,73.22,overcast clouds,5.8941,5.6767,Movig Hotel & Suites
599,Vagamo,NO,65.59,light rain,61.8751,9.0967,Vågå hotel
604,Carutapera,BR,77.38,broken clouds,-1.195,-46.02,Lidera
605,Phalaborwa,ZA,67.28,broken clouds,-23.943,31.1411,Bothabelo Bed and Breakfast
606,Upata,VE,74.14,overcast clouds,8.0086,-62.3989,Posada Villa Nela
609,Safaga,EG,88.97,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
610,Phan Thiet,VN,76.23,overcast clouds,10.9333,108.1,Hotel Saigon-PT
611,Lingao,CN,79.93,clear sky,19.9103,109.6859,Lingao Ditai Inn
613,Matara,LK,77.49,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
614,Koumac,NC,74.95,overcast clouds,-20.5667,164.2833,Le Monitel
615,Sept-Iles,CA,80.06,broken clouds,50.2001,-66.3821,Comfort Inn
617,Seoul,KR,71.2,light rain,37.5683,126.9778,LOTTE HOTEL SEOUL
618,Melito Di Porto Salvo,IT,80.74,clear sky,37.9222,15.7714,B&B Nereidi
622,Idenao,CM,74.44,light rain,4.2475,9.0047,Moland Beach Resort
625,Auburn,US,87.12,clear sky,47.3073,-122.2284,La Quinta Inn & Suites by Wyndham Auburn
626,Inirida,CO,79.72,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
628,Mumford,GH,73.92,clear sky,5.2618,-0.759,Spanish Villa
630,Aguimes,ES,74.03,clear sky,27.9054,-15.4461,Hotel Villa de Aguimes
633,Kilakarai,IN,83.17,broken clouds,9.2333,78.7833,Kilakarai Home Stays
634,Ingham,US,89.78,scattered clouds,42.6,-84.3833,Sunset Mobile Home Park
635,Ambilobe,MG,69.82,few clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
637,Bodinayakkanur,IN,75.67,overcast clouds,10.0167,77.35,M.V. Lodge
638,Majene,ID,76.75,few clouds,-3.5403,118.9707,Kost Putri RABBANI
642,Tatawin,TN,80.92,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
644,Nizwa,OM,82.89,light rain,22.9333,57.5333,Orient Apartments
645,Tual,ID,78.6,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
646,Ambulu,ID,71.06,clear sky,-8.345,113.6058,Hotel Ambulu Jember
647,Maragogi,BR,74.48,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
648,Parrita,CR,77.27,overcast clouds,9.5201,-84.3225,Beso del Viento
649,Korla,CN,67.69,clear sky,41.7597,86.1469,Gulisitan Hotel
654,Rosario Oeste,BR,88.65,broken clouds,-14.8361,-56.4275,Alvorada Palace accomodation
655,Mersing,MY,75.11,few clouds,2.4312,103.8405,Timotel Hotel
661,Carauari,BR,82.6,overcast clouds,-4.8828,-66.8958,Hotel Fellip
